"","Site","State","SeasonYear","TOTAL","CALIDRIS","DOWITCHER","PHALAROPE","YELLOWLEGS","PLOVER","UNKLARGE","UNKMEDSMALL","AMAV","AMGP","BASA","BBPL","BBSA","BNST","DUNL","GRYE","HUGO","KILL","LBCU","LESA","LEYE","MAGO","PAGP","PESA","PIPL","REKN","REPH","RNPH","RUFF","RUTU","SAND","SEPL","SESA","SOSA","SPSA","STSA","UPSA","WATA","WESA","WHIM","WILL","WIPH","WISN","CUSA"
"478","Cochiti Lake","New Mexico","Fall 2024",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"479","Holloman Lake","New Mexico","Fall 2024",1291,32,1,0,0,0,0,0,85,0,0,0,0,102,0,30,0,41,1,31,0,1,0,0,0,0,0,0,0,0,0,0,8,0,3,1,1,0,18,0,0,931,0,0
"480","La Joya WMA","New Mexico","Fall 2024",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"481","Las Vegas NWR","New Mexico","Fall 2024",111,7,0,32,0,0,0,0,6,0,0,0,0,0,0,0,0,56,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"482","Maxwell NWR","New Mexico","Fall 2024",71,20,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,26,0,0,0,0,0
"483","W.S. Huey WMA","New Mexico","Fall 2024",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"484","Antelope Reservoir","Oregon","Fall 2024",341,0,14,0,0,0,0,0,28,0,0,0,0,9,0,14,0,49,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,6,0,0,0,8,0,15,83,0,0
"485","Bully Creek Reservoir","Oregon","Fall 2024",134,0,3,0,0,0,0,0,7,0,0,0,0,11,0,0,0,12,0,0,0,3,0,0,0,0,0,0,0,0,15,0,0,0,11,0,0,0,72,0,0,0,0,0
"486","Chewaucan Marsh","Oregon","Fall 2024",21,14,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"487","Cold Springs NWR","Oregon","Fall 2024",210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0
"488","Cow Lakes","Oregon","Fall 2024",124,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,0,0,0,86,0,0,0,0,0
"489","Drews Reservoir","Oregon","Fall 2024",52,35,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"490","Gerber Reservoir","Oregon","Fall 2024",76,41,5,0,1,0,0,0,24,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"491","Harney Basin","Oregon","Fall 2024",3432,0,26,0,0,0,0,0,157,0,11,0,0,392,0,25,0,273,1,575,0,0,0,1,0,0,0,478,0,0,0,13,1,1,2,0,0,0,833,0,2,605,2,0
"492","Klamath Basin","Oregon","Fall 2024",1018,174,373,0,11,0,0,0,21,0,0,0,0,271,0,30,0,34,0,71,4,0,0,0,0,0,0,12,0,0,0,2,0,0,4,0,0,0,10,0,0,0,1,0
"493","Lake Abert","Oregon","Fall 2024",35845,126,0,28859,0,0,0,0,6193,0,0,0,0,658,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"494","Lakeview WTP","Oregon","Fall 2024",683,0,0,680,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"495","Malheur Reservoir","Oregon","Fall 2024",53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,0,0,3,0,0
"496","Rivers End Ranch","Oregon","Fall 2024",17,0,0,9,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"497","Summer Lake","Oregon","Fall 2024",7308,2170,1535,680,40,0,0,0,760,0,1,0,0,1184,13,29,0,101,5,101,25,0,0,0,0,0,0,194,0,0,50,2,0,0,4,0,0,0,88,0,1,313,5,0
"498","Umatilla NWR","Oregon","Fall 2024",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"499","Warm Springs Reservoir (OR)","Oregon","Fall 2024",375,46,1,0,0,0,0,0,14,1,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,293,0,0,3,0,0
"500","Warner Valley","Oregon","Fall 2024",711,17,0,0,0,0,0,0,2,0,0,0,0,577,0,3,0,25,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,40,0,1,35,0,0
"501","Willow Valley Reservoir","Oregon","Fall 2024",6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"502","Yonna Valley","Oregon","Fall 2024",1336,356,63,154,9,0,0,0,617,0,0,0,0,135,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"503","Pyramid Lake","Pyramid Lake Paiute Tribe","Fall 2024",563,36,3,0,0,0,0,0,88,0,0,1,0,81,8,6,0,115,8,143,0,3,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,10,0,7,43,0,0
"504","Summit Lake","Summit Lake Paiute Tribe","Fall 2024",6,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"505","Amalga Barrens Sanctuary","Utah","Fall 2024",364,0,0,0,0,0,0,0,325,0,0,0,0,3,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"506","Blue Lake","Utah","Fall 2024",33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,0
"507","Fish Springs NWR","Utah","Fall 2024",366,81,5,0,0,0,0,0,156,0,6,0,0,32,0,12,0,30,4,16,2,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,1,0,0,3,1,0
"508","Great Salt Lake","Utah","Fall 2024",523618,2030,8765,191078,75,1,150,0,81159,0,201,71,0,36359,0,180,0,1460,69,121,105,2350,0,0,0,0,0,124166,0,0,2665,10,9,21,79,1,0,0,2979,4,118,67887,53,0
"509","Olsen Reservoir","Utah","Fall 2024",9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0
"510","Utah Lake","Utah","Fall 2024",1581,46,10,0,0,0,0,0,662,0,0,0,0,312,0,0,0,349,0,0,2,1,0,0,0,0,0,0,0,0,0,4,1,0,161,0,0,0,14,0,1,15,3,0
"511","Anatone Ponds","Washington","Fall 2024",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"512","Byron Ponds complex","Washington","Fall 2024",24,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"513","Columbia NWR","Washington","Fall 2024",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"514","Connell STP","Washington","Fall 2024",186,3,0,0,0,0,0,0,0,0,81,0,0,0,0,7,0,33,0,14,2,0,0,0,0,0,0,11,0,0,0,2,4,0,11,0,0,0,12,0,0,6,0,0
"515","Coulee City STP","Washington","Fall 2024",78,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,28,0,1,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0
"516","Crab Creek Hwy 26 ponds","Washington","Fall 2024",32,15,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,2,0,0,6,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"517","Dodson Road Wasteways","Washington","Fall 2024",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"518","Lind Coulee","Washington","Fall 2024",507,300,2,0,0,0,0,0,0,0,3,0,0,0,0,16,0,15,0,6,37,0,0,1,0,0,0,0,0,0,0,0,4,0,1,7,0,0,115,0,0,0,0,0
"519","McCain Ponds","Washington","Fall 2024",198,7,29,0,0,0,0,0,0,0,38,0,0,23,0,7,0,36,0,13,17,0,0,0,0,0,0,0,0,0,0,0,17,0,3,0,0,0,8,0,0,0,0,0
"520","Othello Sewage Ponds","Washington","Fall 2024",159,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,52,0,5,1,0,0,0,0,0,0,69,0,0,0,0,0,1,24,0,0,0,0,0,0,1,0,0
"521","Potholes Reservoir","Washington","Fall 2024",865,297,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,0,10,1,0,0,0,0,0,0,8,0,0,1,0,58,1,16,0,0,0,460,0,0,0,0,0
"522","Reardon Ponds","Washington","Fall 2024",154,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,48,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,35,0,0,43,0,0
"523","Richland Asphalt Ponds","Washington","Fall 2024",32,0,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,15,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0
"524","Saltese Flats","Washington","Fall 2024",12,5,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
"525","Savage Rd pond","Washington","Fall 2024",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"526","Sheep Lake","Washington","Fall 2024",210,0,12,0,0,0,0,0,4,0,100,0,0,0,0,20,0,6,0,3,30,0,0,0,0,0,0,23,0,0,0,0,4,0,3,0,0,0,4,0,0,1,0,0
"527","Soap Lake","Washington","Fall 2024",175,40,0,0,0,0,0,0,6,0,45,0,0,0,0,0,0,19,0,18,0,0,0,0,0,0,0,42,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0
"528","Sprague STP","Washington","Fall 2024",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"529","Swanson Lakes Wildlife Area","Washington","Fall 2024",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530","Walla Walla River Delta","Washington","Fall 2024",192,0,11,0,0,0,0,0,0,0,1,0,0,0,0,38,0,12,0,15,65,6,0,1,0,0,0,0,0,0,0,0,1,1,3,2,0,0,35,0,0,1,0,0
"531","Yakima River Delta","Washington","Fall 2024",110,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,8,0,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0,54,0,0,0,0,0
"532","Alkali & Beck Lakes","Wyoming","Fall 2024",96,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0
"533","Bamforth NWR","Wyoming","Fall 2024",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"534","Deaver Reservoir","Wyoming","Fall 2024",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
"535","Hutton Lake NWR","Wyoming","Fall 2024",159,0,0,0,0,0,0,0,5,0,16,0,0,0,0,7,0,28,0,14,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,56,0,0
"536","Laramie Plains Lakes","Wyoming","Fall 2024",74,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,43,0,0
"537","Lovell Lakes","Wyoming","Fall 2024",2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"538","Mortenson Lake NWR","Wyoming","Fall 2024",609,0,0,0,0,0,0,0,3,0,9,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,590,2,0
"539","Pathfinder NWR","Wyoming","Fall 2024",2241,0,0,0,0,0,0,0,643,0,342,0,0,3,0,0,0,2,0,9,24,0,0,0,0,0,0,0,0,0,0,0,4,0,1,35,0,0,7,0,8,1163,0,0
"540","Table Mountain WMA","Wyoming","Fall 2024",221,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,30,0,20,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,150,0,0
"541","Wardell/Harrington Reservoirs","Wyoming","Fall 2024",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"542","Cibola NWR","Arizona","Fall 2025",21,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
"543","El Rio Preserve","Arizona","Fall 2025",2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"544","Gilbert Riparian Preserve","Arizona","Fall 2025",64,0,0,0,0,0,0,0,1,0,0,0,0,19,0,2,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"545","Glendale Recharge Basin","Arizona","Fall 2025",770,0,97,0,0,0,0,0,7,0,0,0,0,218,0,7,0,53,0,372,3,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,0,0,5,0,0,2,0,0
"546","Havasu NWR","Arizona","Fall 2025",592,0,14,0,0,0,0,0,240,0,0,1,0,106,0,2,0,3,1,97,1,0,0,0,0,0,0,21,0,0,0,5,0,0,1,0,0,0,68,0,2,29,0,0
"547","Higley and Ocotillo WRPs","Arizona","Fall 2025",75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,54,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"548","Imperial NWR","Arizona","Fall 2025",37,0,0,5,1,0,0,0,13,0,0,0,0,6,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"549","San Bernardino NWR","Arizona","Fall 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"550","Sweetwater Wetland","Arizona","Fall 2025",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"551","Whitewater Draw SWA","Arizona","Fall 2025",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"552","Willcox Playa","Arizona","Fall 2025",538,0,2,0,0,0,0,0,161,0,30,0,0,68,0,0,0,2,0,180,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,69,0,0
"553","Alturas Ranches","California","Fall 2025",554,0,420,0,0,0,0,0,5,0,0,0,0,36,0,8,0,6,0,65,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0
"554","Ash Creek Wildlife Area","California","Fall 2025",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"555","Big Sage Reservoir","California","Fall 2025",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"556","Black Lake","California","Fall 2025",46,0,1,0,0,0,0,0,18,0,0,0,0,0,0,2,0,6,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0
"557","Bridgeport Reservoir","California","Fall 2025",194,0,10,0,0,0,0,0,43,0,0,0,0,28,0,0,0,56,0,37,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,0,0,0,0,0,1,0,0,0
"558","Butte Valley Wildlife Area","California","Fall 2025",2538,983,503,0,0,0,0,0,589,0,1,0,0,289,0,119,0,4,0,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,12,0,0
"559","China Lake WTP","California","Fall 2025",278,0,1,0,0,0,0,0,0,0,0,0,0,7,0,2,0,6,0,50,2,0,0,0,0,0,0,113,0,0,0,0,0,1,6,0,0,0,70,0,0,20,0,0
"560","Clear Lake NWR","California","Fall 2025",368,103,120,93,9,0,0,0,2,0,0,0,0,4,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"561","Crowley Lake","California","Fall 2025",293,10,3,0,0,0,0,1,68,0,7,0,0,22,0,14,0,15,1,56,0,2,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,76,0,0,6,1,0
"562","Crowley Lake North Ponds ","California","Fall 2025",152,0,1,0,0,0,0,0,22,0,0,0,0,8,0,0,0,0,0,51,1,0,0,0,0,0,0,44,0,0,0,3,0,0,0,0,0,0,22,0,0,0,0,0
"563","Dillon Lake","California","Fall 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"564","Donovan Reservoir","California","Fall 2025",41,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"565","Eagle Lake","California","Fall 2025",42,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
"566","Goose Lake","California","Fall 2025",9035,2907,375,840,19,0,0,0,4334,0,0,0,0,494,0,0,0,63,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"567","Harper Dry Lake","California","Fall 2025",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"568","Honey Lake","California","Fall 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"569","Jess Valley Marshes","California","Fall 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"570","June Lake WTP","California","Fall 2025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"571","Klamath Basin CA","California","Fall 2025",9453,0,6288,0,0,0,0,0,0,0,0,0,0,1664,0,80,0,36,163,337,7,0,0,0,0,0,0,7,0,0,0,13,0,1,1,0,0,0,548,0,2,302,4,0
"572","Lake Almanor Northwest","California","Fall 2025",56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,7,0,0,0,3,0
"573","Lake Elsinore","California","Fall 2025",42,0,1,0,4,0,0,0,0,0,0,0,0,24,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"574","Lake Isabella","California","Fall 2025",52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,30,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"575","Lancaster WTP","California","Fall 2025",371,0,4,0,0,0,0,0,1,0,2,0,0,13,0,7,0,15,0,100,0,3,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0,4,0,1,12,0,0
"576","Modoc NWR","California","Fall 2025",403,18,51,0,1,0,0,0,2,0,0,0,0,16,0,61,0,235,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,12,0
"577","Mono Lake","California","Fall 2025",24513,16,4,1080,3,0,0,0,2437,0,1,0,0,21,2,1,0,116,45,257,3,0,0,0,0,0,0,17564,0,0,3,37,0,2,6,0,0,0,19,0,0,2864,0,0
"578","Owens Lake","California","Fall 2025",5609,312,59,0,0,0,0,0,2697,0,1,0,0,53,0,97,0,23,102,1574,1,0,0,0,0,0,0,278,0,0,0,2,0,1,1,0,0,0,261,3,3,130,1,0
"579","Piute Ponds","California","Fall 2025",28,0,4,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,0,2,0,0,0,0,0,0,0,13,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"580","Said Valley Reservoir","California","Fall 2025",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"581","Salton Sea","California","Fall 2025",101388,18572,1457,22978,41,0,0,18860,8049,0,20,137,0,14045,0,149,0,122,30,4763,33,58,0,0,0,0,0,396,0,0,14,96,0,0,12,7,0,0,11129,0,97,22,0,0
"582","San Jacinto Wildlife Area","California","Fall 2025",319,0,0,0,0,0,0,0,22,0,0,0,0,264,0,10,0,5,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0
"583","Silva Flat Reservoir","California","Fall 2025",67,10,0,15,12,0,0,0,11,0,0,0,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"584","Tinemaha Reservoir","California","Fall 2025",65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"585","Topaz Lake","California","Fall 2025",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"586","Upper Middle Lower Alaki Lakes","California","Fall 2025",2462,600,0,185,3,0,0,0,1652,0,0,0,0,12,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"587","Willow Creek Wildlife Area","California","Fall 2025",11,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"588","Alamosa NWR","Colorado","Fall 2025",58,0,4,0,17,0,0,0,3,0,1,0,0,0,0,12,0,11,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0
"589","Arapaho NWR","Colorado","Fall 2025",434,0,19,0,0,0,0,0,76,0,73,0,0,0,0,7,0,13,0,2,38,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,1,0,0,199,0,0
"590","Blanca Wetlands","Colorado","Fall 2025",2376,0,3,0,0,0,0,0,884,0,276,0,0,9,0,34,0,44,0,34,138,0,0,0,0,0,0,0,0,0,1,1,19,1,14,5,0,0,51,0,0,854,1,0
"591","Blue Mesa Reservoir Iola Basin","Colorado","Fall 2025",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
"592","Fruitgrowers Reservoir","Colorado","Fall 2025",24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0
"593","Hebron Waterfowl Area","Colorado","Fall 2025",83,0,0,0,0,0,0,0,4,0,54,0,0,0,0,1,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0
"594","Highline Reservoir","Colorado","Fall 2025",17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
"595","Lake John","Colorado","Fall 2025",17,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0
"596","Monte Vista NWR","Colorado","Fall 2025",196,0,7,0,0,0,0,0,2,0,42,0,0,0,0,4,0,20,0,0,55,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,3,0,0,53,3,0
"597","Rio Blanco SWA","Colorado","Fall 2025",6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"598","Russell Lakes SWA","Colorado","Fall 2025",66,0,1,0,0,0,0,0,7,0,7,0,0,21,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,0,0
"599","Sambrito Wetlands","Colorado","Fall 2025",6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
